film_title,imdb_id,url,imdbRating,budget,release_day,release_month,release_year,duration_minutes,main_spoken_language,total_number_of_spoken_languages,total_number_of_genres,genre_action,genre_adventure,genre_animation,genre_biography,genre_comedy,genre_crime,genre_documentary,genre_drama,genre_family,genre_fantasy,genre_filmnoir,genre_history,genre_horror,genre_music,genre_musical,genre_mystery,genre_realitytv,genre_romance,genre_scifi,genre_shortfilm,genre_sport,genre_thriller,genre_war,genre_western,main_actor1_name,main_actor1_is_female,main_actor1_known_for,main_actor1_star_meter,main_actor2_name,main_actor2_is_female,main_actor2_known_for,main_actor2_star_meter,main_actor3_name,main_actor3_is_female,main_actor3_known_for,main_actor3_star_meter,total_number_of_actors,main_director_name,main_director_is_female,total_number_of_directors,main_producer_name,total_number_of_producers,editor_name,main_production_company,total_number_of_production_companies,main_production_country,total_number_of_production_countries
North to Alaska,tt0054127,http://www.imdb.com/title/tt0054127/,7,,7,11,1960,122,English,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,John Wayne,0,True Grit (1969),1387,Stewart Granger,0,Scaramouche (1952),11552,Ernie Kovacs,0,The Ernie Kovacs Show (1961),20657,11,Henry Hathaway,0,1,Charles K. Feldman,3,Dorothy Spencer,Twentieth Century Fox Film Corporation,1,United States of America,1
Northern Pursuit,tt0036218,http://www.imdb.com/title/tt0036218/,6.7,,13,11,1943,93,English,2,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Errol Flynn,0,Adventures of Don Juan (1948),3462,Julie Bishop,1,Northern Pursuit (1943),20801,Helmut Dantine,0,Northern Pursuit (1943),30307,7,Raoul Walsh,0,1,none,0,none,Warner Bros.,1,United States of America,1
Northfork,tt0322659,http://www.imdb.com/title/tt0322659/,6.4,,1,1,2003,103,English,1,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,James Woods,0,Vampires (1998),2831,Nick Nolte,0,Warrior (2011),2706,Claire Forlani,1,Meet Joe Black (1998),1100,11,Michael Polish,0,1,none,0,none,none,0,United States of America,1
Nosferatu: Phantom der Nacht,tt0079641,http://www.imdb.com/title/tt0079641/,7.6,,11,4,1979,107,No Language,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Klaus Kinski,0,Nosferatu the Vampyre (1979),6050,Isabelle Adjani,1,Camille Claudel (1988),3842,Bruno Ganz,0,Downfall (2004),6993,24,Werner Herzog,0,1,Werner Herzog,3,Beate Mainka-Jellinghaus,Gaumont,3,Germany,2
Notes on a Scandal,tt0465551,http://www.imdb.com/title/tt0465551/,7.5,15000000,25,12,2006,92,English,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Judi Dench,1,Skyfall (2012),1384,Cate Blanchett,1,Carol (2015),157,Bill Nighy,0,Love Actually (2003),1717,23,Richard Eyre,0,1,Robert Fox,2,John Bloom,Fox Searchlight Pictures,6,United Kingdom,1
Nothing But the Truth,tt1073241,http://www.imdb.com/title/tt1073241/,7.3,11500000,19,12,2008,108,English,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Kate Beckinsale,1,Underworld: Evolution (2006),196,Matt Dillon,0,"b""Theres Something About Mary (1998)""",2312,Angela Bassett,1,Strange Days (1995),244,13,Rod Lurie,0,1,none,0,none,Battleplan Productions,2,United States of America,1
Nothing but Trouble,tt0102558,http://www.imdb.com/title/tt0102558/,4.7,40000000,14,2,1991,94,English,1,3,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Chevy Chase,0,"b""National Lampoons Vacation (1983)""",1910,Dan Aykroyd,0,The Blues Brothers (1980),2361,John Candy,0,"Planes, Trains & Automobiles (1987)",2455,11,Dan Aykroyd,0,1,Robert K. Weiss,2,Malcolm Campbell,Warner Bros.,2,United States of America,1
Nothing in Common,tt0091653,http://www.imdb.com/title/tt0091653/,5.9,,29,7,1986,118,English,1,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Tom Hanks,0,Cast Away (2000),86,Jackie Gleason,0,The Hustler (1961),6596,Eva Marie Saint,1,On the Waterfront (1954),6383,12,Garry Marshall,0,1,Alexandra Rose,1,Glenn Farr,TriStar Pictures,1,United States of America,1
Nothing Sacred,tt0029322,http://www.imdb.com/title/tt0029322/,7.6,,25,11,1937,77,English,1,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Carole Lombard,1,My Man Godfrey (1936),2537,Fredric March,0,The Best Years of Our Lives (1946),11072,Charles Winninger,0,State Fair (1945),29514,28,William A. Wellman,0,1,David O. Selznick,1,James E. Newcom,Selznick International Pictures,1,United States of America,1
Nothing to Lose,tt0119807,http://www.imdb.com/title/tt0119807/,6.7,25000000,18,7,1997,97,English,1,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tim Robbins,0,Mystic River (2003),2057,Martin Lawrence,0,Martin (1992),2844,John C. McGinley,0,Scrubs (2001),2346,9,Steve Oedekerk,0,1,Martin Bregman,3,Malcolm Campbell,Touchstone Pictures,1,United States of America,1
Notorious,tt0038787,http://www.imdb.com/title/tt0038787/,8.2,2000000,15,8,1946,102,English,1,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Cary Grant,0,Charade (1963),2047,Ingrid Bergman,1,Notorious (1946),2448,Claude Rains,0,Casablanca (1942),9427,58,Alfred Hitchcock,0,1,Alfred Hitchcock,2,Theron Warth,RKO Radio Pictures,1,United States of America,1
Notorious,tt0472198,http://www.imdb.com/title/tt0472198/,6.6,,16,1,2009,122,English,2,3,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Jamal Woolard,0,Notorious (2009),11038,Derek Luke,0,Antwone Fisher (2002),6017,Naturi Naughton,1,Power (I) (2014),5225,17,"George Tillman, Jr.",0,1,Wayne Barrow,7,Dirk Westervelt,Fox Searchlight Pictures,1,United States of America,1
Notting Hill,tt0125439,http://www.imdb.com/title/tt0125439/,7,42000000,13,5,1999,124,English,2,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Julia Roberts,1,Pretty Woman (1990),513,Hugh Grant,0,About a Boy (2002),1884,Gina McKee,1,Notting Hill (1999),978,27,Roger Michell,0,1,Duncan Kenworthy,1,Nick Moore,Bookshop Productions,4,United Kingdom,2
Now You See Me,tt1670345,http://www.imdb.com/title/tt1670345/,7.3,75000000,29,5,2013,115,Français,2,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Jesse Eisenberg,0,The Social Network (2010),746,Mark Ruffalo,0,The Avengers (2012),1216,Woody Harrelson,0,True Detective (2014),454,18,Louis Leterrier,0,1,Bobby Cohen,3,Robert Leighton,Summit Entertainment,4,United States of America,2
"Now, Voyager",tt0035140,http://www.imdb.com/title/tt0035140/,8,,31,10,1942,117,English,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Bette Davis,1,All About Eve (1950),2718,Paul Henreid,0,Casablanca (1942),9989,Claude Rains,0,Casablanca (1942),9427,24,Irving Rapper,0,1,Hal B. Wallis,1,Warren Low,Warner Bros.,1,United States of America,1
Nowhere Boy,tt1266029,http://www.imdb.com/title/tt1266029/,7.2,,25,12,2009,98,English,1,3,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Aaron Taylor-Johnson,0,Kick-Ass (2010),676,Anne-Marie Duff,1,Nowhere Boy (2009),4215,Kristin Scott Thomas,1,The English Patient (1996),2364,21,Sam Taylor-Johnson,1,1,Kevin Loader,2,Lisa Gunning,Ecosse Films,6,Canada,2
Nuovo Cinema Paradiso,tt0095765,http://www.imdb.com/title/tt0095765/,8.5,,17,11,1988,124,Italiano,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Philippe Noiret,0,Cinema Paradiso (1988),16582,Jacques Perrin,0,The Chorus (2004),21497,Marco Leonardi,0,Cinema Paradiso (1988),12421,20,Giuseppe Tornatore,0,1,Franco Cristaldi,2,Mario Morra,Rai Tre Radiotelevisione Italiana,1,France,2
Nutty Professor II: The Klumps,tt0144528,http://www.imdb.com/title/tt0144528/,4.3,84000000,27,7,2000,106,English,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Eddie Murphy,0,The Nutty Professor (1996),934,Janet Jackson,1,Poetic Justice (1993),7368,Larry Miller,0,10 Things I Hate About You (1999),7930,19,Peter Segal,0,1,Brian Grazer,1,William Kerr,Imagine Entertainment,2,United States of America,1
O Auto da Compadecida,tt0271383,http://www.imdb.com/title/tt0271383/,8.3,,10,9,2000,104,Português,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matheus Nachtergaele,0,City of God (2002),84324,Selton Mello,0,The Mechanism (2018),32785,Lima Duarte,0,Roque Santeiro (1985),200149,14,Guel Arraes,0,1,none,0,none,none,0,Brazil,1
Oberst Redl,tt0089716,http://www.imdb.com/title/tt0089716/,7.6,,29,3,1985,144,Deutsch,1,3,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Klaus Maria Brandauer,0,Never Say Never Again (1983),16203,Hans Christian Blech,0,The Longest Day (1962),47054,Armin Mueller-Stahl,0,Eastern Promises (2007),11273,5,István Szabó,0,1,none,0,none,none,0,Serbia and Montenegro,4
"Objective, Burma!",tt0037954,http://www.imdb.com/title/tt0037954/,7.4,,17,2,1945,142,English,2,3,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Errol Flynn,0,Adventures of Don Juan (1948),3462,James Brown,0,The Millers (2013),100717,William Prince,0,Spies Like Us (1985),25692,10,Raoul Walsh,0,1,none,0,none,Warner Bros.,1,United States of America,1
Oblivion,tt1483013,http://www.imdb.com/title/tt1483013/,7,120000000,10,4,2013,124,English,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Tom Cruise,0,Top Gun (1986),85,Morgan Freeman,0,Se7en (1995),856,Olga Kurylenko,1,Quantum of Solace (2008),155,15,Joseph Kosinski,0,1,Duncan Henderson,5,Richard Francis-Bruce,Universal Pictures,5,United States of America,1
Oblivion,tt0110706,http://www.imdb.com/title/tt0110706/,5.2,,6,6,1994,94,English,1,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,Richard Joseph Paul,0,Oblivion (1994),47700,Jackie Swanson,1,Lethal Weapon (1987),6067,Andrew Divoff,0,Air Force One (1997),7933,20,Sam Irvin,0,1,Michael Catalano,3,Margeret-Anne Smith,Full Moon Entertainment,1,United States of America,1
Observe and Report,tt1197628,http://www.imdb.com/title/tt1197628/,5.8,,10,4,2009,86,English,1,3,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Seth Rogen,0,This Is the End (2013),783,Anna Faris,1,The House Bunny (2008),323,Michael Peña,0,none,9029483,24,Jody Hill,0,1,none,0,Zene Baker,Legendary Pictures,2,United States of America,1
Obsession,tt0041460,http://www.imdb.com/title/tt0041460/,7.6,,3,8,1949,96,English,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Robert Newton,0,This Happy Breed (1944),14739,Phil Brown,0,State Fair (1945),28967,Sally Gray,1,none,8711840,17,Edward Dmytryk,0,1,Nat A. Bronstein,2,Lito Carruthers,Independent Sovereign Films,1,United Kingdom,1
Oceans Eleven,tt0240772,http://www.imdb.com/title/tt0240772/,7.8,85000000,7,12,2001,116,Italiano,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,George Clooney,0,Michael Clayton (2007),662,Brad Pitt,0,Twelve Monkeys (1995),134,Matt Damon,0,Good Will Hunting (1997),150,21,Steven Soderbergh,0,1,Jerry Weintraub,1,Stephen Mirrione,Village Roadshow Pictures,6,United States of America,1
Oceans Thirteen,tt0496806,http://www.imdb.com/title/tt0496806/,6.9,85000000,7,6,2007,122,Español,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,George Clooney,0,Michael Clayton (2007),662,Brad Pitt,0,Twelve Monkeys (1995),134,Matt Damon,0,Good Will Hunting (1997),150,25,Steven Soderbergh,0,1,Jerry Weintraub,1,Stephen Mirrione,Village Roadshow Pictures,4,United States of America,1
Oceans Twelve,tt0349903,http://www.imdb.com/title/tt0349903/,6.4,110000000,9,12,2004,125,Français,5,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,George Clooney,0,Michael Clayton (2007),662,Brad Pitt,0,Twelve Monkeys (1995),134,Catherine Zeta-Jones,1,Chicago (2002),684,23,Steven Soderbergh,0,1,Jerry Weintraub,1,Stephen Mirrione,Village Roadshow Pictures,5,United States of America,1
October Sky,tt0132477,http://www.imdb.com/title/tt0132477/,7.8,,19,2,1999,108,English,1,3,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jake Gyllenhaal,0,Nightcrawler (2014),170,Chris Cooper,0,Adaptation. (2002),4208,Laura Dern,1,Jurassic Park (1993),938,16,Joe Johnston,0,1,Larry J. Franco,2,Robert Dalva,Universal Pictures,1,United States of America,1
Octopussy,tt0086034,http://www.imdb.com/title/tt0086034/,6.6,27500000,5,6,1983,131,Deutsch,4,3,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Roger Moore,0,Moonraker (1979),2659,Maud Adams,1,Octopussy (1983),4761,Louis Jourdan,0,Gigi (1958),7233,83,John Glen,0,1,Albert R. Broccoli,2,Peter Davies,Eon Productions,1,United Kingdom,2
Odd Man Out,tt0039677,http://www.imdb.com/title/tt0039677/,7.8,,30,1,1947,116,English,1,3,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,James Mason,0,Lolita (1962),4396,Robert Newton,0,This Happy Breed (1944),14739,Cyril Cusack,0,Fahrenheit 451 (1966),12322,16,Carol Reed,0,1,Carol Reed,1,Fergus McDonell,Two Cities Films,1,United Kingdom,1
Odd Thomas,tt1767354,http://www.imdb.com/title/tt1767354/,6.8,27000000,16,4,2013,100,English,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Anton Yelchin,0,Star Trek (2009),1663,Addison Timlin,1,Odd Thomas (2013),1925,Willem Dafoe,0,Spider-Man (2002),1243,34,Stephen Sommers,0,1,Stephen Sommers,3,David Checel,Future Films,3,United States of America,1
Of Human Hearts,tt0030517,http://www.imdb.com/title/tt0030517/,6.9,,11,2,1938,103,English,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Walter Huston,0,The Treasure of the Sierra Madre (1948),15888,James Stewart,0,Vertigo (1958),2837,Beulah Bondi,1,"b""Its a Wonderful Life (1946)""",22845,20,Clarence Brown,0,1,John W. Considine Jr.,1,Frank E. Hull,Metro-Goldwyn-Mayer (MGM),1,United States of America,1
Of Mice and Men,tt0031742,http://www.imdb.com/title/tt0031742/,7.7,,30,12,1939,106,English,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Burgess Meredith,0,Rocky (1976),3964,Betty Field,1,Of Mice and Men (1939),14840,Lon Chaney Jr.,0,High Noon (1952),7489,22,Lewis Milestone,0,1,none,0,none,United Artists,2,United States of America,1
Office Space,tt0151804,http://www.imdb.com/title/tt0151804/,7.9,10000000,19,2,1999,89,English,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ron Livingston,0,The Conjuring (2013),549,Jennifer Aniston,1,Friends (1994),164,David Herman,0,Idiocracy (2006),3731,31,Mike Judge,0,1,Michael Rotenberg,2,David Rennie,Twentieth Century Fox Film Corporation,2,United States of America,1
Old Dogs,tt0976238,http://www.imdb.com/title/tt0976238/,5.3,35000000,24,11,2009,88,English,2,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Robin Williams,0,Mrs. Doubtfire (1993),566,John Travolta,0,Battlefield Earth (2000),633,Seth Green,0,Austin Powers in Goldmember (2002),1760,22,Walt Becker,0,1,Peter Abrams,3,Tom Lewis,Walt Disney Pictures,2,United States of America,1
Old School,tt0302886,http://www.imdb.com/title/tt0302886/,7.2,24000000,21,2,2003,91,English,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Luke Wilson,0,Old School (2003),2548,Will Ferrell,0,Talladega Nights: The Ballad of Ricky Bobby (2006),505,Vince Vaughn,0,The Break-Up (2006),1702,14,Todd Phillips,0,1,Daniel Goldberg,3,Michael Jablow,DreamWorks SKG,2,United States of America,1
Oldboy,tt1321511,http://www.imdb.com/title/tt1321511/,5.6,30000000,14,11,2013,104,English,1,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Josh Brolin,0,No Country for Old Men (2007),115,Elizabeth Olsen,1,Martha Marcy May Marlene (2011),177,Samuel L. Jackson,0,Pulp Fiction (1994),560,19,Spike Lee,0,1,Spike Lee,3,Barry Alexander Brown,Vertigo Entertainment,4,United States of America,1
Oliver & Company,tt0095776,http://www.imdb.com/title/tt0095776/,6.7,31000000,18,11,1988,74,English,1,3,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Joey Lawrence,0,Blossom (1990),3640,Billy Joel,0,Oliver & Company (1988),15004,Cheech Marin,0,Born in East L.A. (1987),7667,22,George Scribner,0,1,Kathleen Gavin,1,Mark A. Hester,Walt Disney Pictures,2,United States of America,1
Oliver Twist,tt0380599,http://www.imdb.com/title/tt0380599/,6.9,50000000,23,9,2005,130,English,1,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Barney Clark,0,Savage Grace (2007),31592,Ben Kingsley,0,Gandhi (1982),1998,Jamie Foreman,0,Layer Cake (2004),19411,34,Roman Polanski,0,1,Roman Polanski,3,Hervé de Luze,R.P. Productions,3,Czech Republic,4
Oliver Twist,tt0013450,http://www.imdb.com/title/tt0013450/,6.8,,30,10,1922,74,English,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jackie Coogan,0,The Kid (1921),3873,James A. Marcus,0,Sadie Thompson (1928),103204,Aggie Herring,1,Among Those Present (1921),189971,18,Frank Lloyd,0,1,Sol Lesser,1,Irene Morra,First National Pictures,2,United States of America,1
Oliver!,tt0063385,http://www.imdb.com/title/tt0063385/,7.5,10000000,26,9,1968,153,English,1,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Ron Moody,0,Oliver! (1968),14603,Shani Wallis,1,The Great Mouse Detective (1986),14300,Oliver Reed,0,Oliver! (1968),3207,13,Carol Reed,0,1,John Woolf,1,none,Columbia Pictures Corporation,3,United Kingdom,1
Olympus Has Fallen,tt2302755,http://www.imdb.com/title/tt2302755/,6.5,70000000,20,3,2013,120,English,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Gerard Butler,0,300 (2006),371,Aaron Eckhart,0,The Dark Knight (2008),2645,Angela Bassett,1,Strange Days (1995),244,22,Antoine Fuqua,0,1,Gerard Butler,6,John Refoua,Nu Image Films,2,United States of America,1
Om Shanti Om,tt1024943,http://www.imdb.com/title/tt1024943/,6.7,9100000,7,11,2007,170,हिन्दी,1,3,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Shah Rukh Khan,0,Devdas (I) (2002),2209,Deepika Padukone,1,Chennai Express (2013),2556,Arjun Rampal,0,Don (I) (2006),20803,27,Farah Khan,1,1,Shah Rukh Khan,2,Shirish Kunder,Red Chillies Entertainment,1,India,1
Omen III: The Final Conflict,tt0082377,http://www.imdb.com/title/tt0082377/,5.5,,20,3,1981,108,English,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Sam Neill,0,Hunt for the Wilderpeople (2016),1293,Rossano Brazzi,0,The Italian Job (1969),15573,Don Gordon,0,Bullitt (1968),14220,10,Graham Baker,0,1,Andrew Birkin,2,Alan Strachan,Twentieth Century Fox Film Corporation,1,United Kingdom,2
OMG: Oh My God!,tt2283748,http://www.imdb.com/title/tt2283748/,8.1,,28,9,2012,125,हिन्दी,1,3,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Paresh Rawal,0,Fraud Business (2000),21730,Akshay Kumar,0,Fraud Business (2000),4532,Mithun Chakraborty,0,Kahaani (2012),929822,8,Umesh Shukla,0,1,Akshay Kumar,1,none,none,0,India,1
Omkara,tt0488414,http://www.imdb.com/title/tt0488414/,8.1,,28,7,2006,155,हिन्दी,1,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Ajay Devgn,0,Company (2002),7404,Kareena Kapoor,1,Jab We Met (2007),5867,Saif Ali Khan,0,Dil Chahta Hai (2001),7089,7,Vishal Bhardwaj,0,1,Kumar Mangat,1,Meghna Manchanda Sen,Big Screen Entertainment,3,India,1
On Dangerous Ground,tt0043879,http://www.imdb.com/title/tt0043879/,7.4,,17,12,1951,82,English,1,3,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Ida Lupino,1,High Sierra (1941),7173,Robert Ryan,0,The Wild Bunch (1969),12095,Ward Bond,0,The Quiet Man (1952),8613,15,Nicholas Ray,0,2,John Houseman,1,Roland Gross,RKO Radio Pictures,1,United States of America,1
On Deadly Ground,tt0110725,http://www.imdb.com/title/tt0110725/,4.2,50000000,18,2,1994,102,Český,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Steven Seagal,0,On Deadly Ground (1994),1316,Michael Caine,0,The Quiet American (2002),1565,Joan Chen,1,"Lust, Caution (2007)",5159,10,Steven Seagal,0,1,A. Kitman Ho,3,Robert A. Ferretti,Warner Bros.,1,United States of America,1
On Golden Pond,tt0082846,http://www.imdb.com/title/tt0082846/,7.7,,4,12,1981,109,English,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Katharine Hepburn,1,The Lion in Winter (1968),2709,Henry Fonda,0,12 Angry Men (1957),2538,Jane Fonda,1,Klute (1971),200,5,Mark Rydell,0,1,Bruce Gilbert,1,Robert L. Wolfe,Universal Pictures,1,United States of America,1
On Her Majestys Secret Service,tt0064757,http://www.imdb.com/title/tt0064757/,6.8,6500000,12,12,1969,142,English,2,3,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,George Lazenby,0,"b""On Her Majestys Secret Service (1969)""",5261,Diana Rigg,1,"b""On Her Majestys Secret Service (1969)""",1063,Telly Savalas,0,Kojak (1973),7238,23,Peter R. Hunt,0,1,Albert R. Broccoli,3,John Glen,United Artists,3,United Kingdom,2
On Moonlight Bay,tt0043880,http://www.imdb.com/title/tt0043880/,7.1,,26,7,1951,95,English,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Doris Day,1,Love Me or Leave Me (1955),2065,Gordon MacRae,0,Oklahoma! (1955),19539,Leon Ames,0,Peggy Sue Got Married (1986),19827,10,Roy Del Ruth,0,1,none,0,none,Warner Bros.,1,United States of America,1
On the Beach,tt0219224,http://www.imdb.com/title/tt0219224/,7.1,,28,5,2000,195,English,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Armand Assante,0,American Gangster (2007),4210,Rachel Ward,1,"b""Sharkys Machine (1981)""",4002,Bryan Brown,0,Cocktail (1988),5070,12,Russell Mulcahy,0,1,none,0,none,none,0,Australia,2
On the Beach,tt0053137,http://www.imdb.com/title/tt0053137/,7.3,,16,12,1959,134,English,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Gregory Peck,0,To Kill a Mockingbird (1962),2649,Ava Gardner,1,The Night of the Iguana (1964),3031,Fred Astaire,0,The Towering Inferno (1974),8245,8,Stanley Kramer,0,1,Stanley Kramer,1,Frederic Knudtson,Stanley Kramer Productions,1,United States of America,1
On the Road,tt0337692,http://www.imdb.com/title/tt0337692/,6.1,25000000,22,5,2012,137,English,2,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Garrett Hedlund,0,TRON: Legacy (2010),1670,Sam Riley,0,Control (2007),4749,Kristen Stewart,1,Snow White and the Huntsman (2012),364,17,Walter Salles,0,1,Nathanaël Karmitz,2,François Gédigier,American Zoetrope,13,Brazil,4
On the Town,tt0041716,http://www.imdb.com/title/tt0041716/,7.7,2111250,8,12,1949,98,English,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Gene Kelly,0,"b""Singin in the Rain (1952)""",5586,Frank Sinatra,0,The Manchurian Candidate (1962),3762,Jules Munshin,0,On the Town (1949),56835,11,Stanley Donen,0,2,Arthur Freed,1,none,Metro-Goldwyn-Mayer (MGM),1,United States of America,1
On the Waterfront,tt0047296,http://www.imdb.com/title/tt0047296/,8.3,910000,22,6,1954,108,English,1,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Marlon Brando,0,Apocalypse Now (1979),785,Karl Malden,0,On the Waterfront (1954),7748,Lee J. Cobb,0,12 Angry Men (1957),7836,22,Elia Kazan,0,1,Sam Spiegel,1,Gene Milford,Columbia Pictures,2,United States of America,1
Once in the Life,tt0177068,http://www.imdb.com/title/tt0177068/,5.3,,27,10,2000,107,English,1,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eamonn Walker,0,Oz (1997),6239,Michael Paul Chan,0,Falling Down (1993),12272,Dominic Chianese Jr.,0,All About the Benjamins (2002),119155,5,Laurence Fishburne,0,1,Laurence Fishburne,3,Bill Pankow,Shooting Gallery,2,United States of America,1
Once Upon a Forest,tt0107745,http://www.imdb.com/title/tt0107745/,6.5,13000000,18,6,1993,71,English,1,3,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Michael Crawford,0,"Hello, Dolly! (1969)",10643,Ben Vereen,0,All That Jazz (1979),13996,Ellen Blain,1,Once Upon a Forest (1993),90028,15,Charles Grosvenor,0,1,none,0,none,Twentieth Century Fox Film Corporation,2,United Kingdom,2
Once Upon a Time in America,tt0087843,http://www.imdb.com/title/tt0087843/,8.4,30000000,16,2,1984,229,English,3,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Robert De Niro,0,Raging Bull (1980),379,James Woods,0,Vampires (1998),2831,Elizabeth McGovern,1,Ordinary People (1980),1216,31,Sergio Leone,0,1,Arnon Milchan,1,Nino Baragli,Warner Bros.,2,Italy,2
